"ASIN on amazon.com","Title on amazon.com","Live price on Near Mint Games","Final price on Near Mint Games"
"B00IZPCCRG","Yu-Gi-Oh! - Bujintervention (LVAL-ENDE4) - Legacy of the Valiant: Deluxe Edition - Limited Edition - Super Rare","0.02","0.02"
"B00KY44EEK","Yu-Gi-Oh! - Double Dragon Descent (PRIO-EN069) - Primal Origin - Unlimited Edition - Common","0.01","0.01"
"B015EPLKB8","Yu-Gi-Oh! - Fluffal Dog (MP15-EN140) - Mega Pack 2015 - 1st Edition - Rare","1.11","1.11"
"B00ZDC2L98","Yu-Gi-Oh! - Fairy Wind (AP07-EN027) - Astral Pack: Booster Seven - Unlimited Edition - Common","0.01","0.01"
"B00N507A4Q","Yu-Gi-Oh! - Mythic Water Dragon (MP14-EN135) - Mega Pack 2014 - 1st Edition - Common","0.02","0.02"
"B0062DW00C","Yu-Gi-Oh! - Blackwing - Ghibli the Searing Wind (TSHD-EN001) - The Shining Darkness - Unlimited Edition - Common","0.01","0.01"
"B00DOKUYIG","Yu-Gi-Oh! - Shocktopus (BP02-EN102) - Battle Pack 2: War of the Giants - 1st Edition - Common","0.09","0.09"
"B00S5LM58G","Pokemon - Torchic (26/160) - XY Primal Clash","0.13","0.13"
"B075RNGXZY","Dire Fleet Interloper - Ixalan","0.01","0.01"
"B00FQU9582","Yu-Gi-Oh! - Little-Winguard (LCJW-EN036) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.3","0.30"
"B0124FCUQU","Yu-Gi-Oh! - Ring of Destruction (PGL2-EN063) - Premium Gold: Return of the Bling - Unlimited Edition - Gold Rare","0.4","0.40"
"B00ZSCSZ3O","Yu-Gi-Oh! - Sea Dragoons of Draconia (CROS-EN000) - Crossed Souls - Unlimited Edition - Rare","0.01","0.01"
"B0062DRQKQ","Yu-Gi-Oh! - Blackwing - Silverwind the Ascendant (SOVR-EN041) - Stardust Overdrive - 1st Edition - Ultra Rare","4.06","4.06"
"B00I8YW5DA","Yu-Gi-Oh! - Solar Wind Jammer (SDCR-EN013) - Structure Deck: Cyber Dragon Revolution - 1st Edition - Common","0.05","0.05"
"B01IUAF718","Pokemon - Hawlucha (97/114) - XY Steam Siege - Reverse Holo","0.01","0.01"
"B0062DSCQI","Yu-Gi-Oh! - Enemy Controller (SD10-EN027) - Structure Deck 10: Machine Re-Volt - 1st Edition - Common","0.01","0.01"
"B0028WAXS2","Yu-Gi-Oh! - Neo-Spacian Dark Panther (POTD-EN005) - Power of the Duelist - 1st Edition - Ultimate Rare","",""
"B0062DW7OQ","Yu-Gi-Oh! - Revival Rose (TSHD-EN016) - The Shining Darkness - Unlimited Edition - Rare","0.59","0.59"
"B01J91AG7C","Yu-Gi-Oh! - Metalfoes Volflame (TDIL-EN024) - The Dark Illusion - 1st Edition - Rare","0.4","0.40"
"B00MJFK6RG","Pokemon - Focus Sash (91/111) - XY Furious Fists","0.21","0.21"
"B0062E0C06","Yu-Gi-Oh! - La Jinn the Mystical Genie of the Lamp (MDP2-EN007) - McDonalds Promo Cards Series 2 - Promo Edition - Rare","0.55","0.55"
"B00B1JDRWC","Yu-Gi-Oh! - Abyss-strom (ABYR-EN073) - Abyss Rising - Unlimited Edition - Rare","0.02","0.02"
"B00OZ37AK6","Pokemon - Trick Coin (108/119) - XY Phantom Forces - Reverse Holo","0.4","0.40"
"B0062DWXKY","Yu-Gi-Oh! - Harpie Girl (SD8-EN004) - Structure Deck 8: Lord of the Storm - 1st Edition - Common","0.04","0.04"
"B0082JPG82","Yu-Gi-Oh! - Pot of Greed (BP01-EN034) - Battle Pack: Epic Dawn - 1st Edition - Rare","4.83","4.83"
"B0062DQVFC","Yu-Gi-Oh! - Dragunity Partisan (DT04-EN075) - Duel Terminal 4 - 1st Edition - Common","0.1","0.10"
"B0062DW86S","Yu-Gi-Oh! - Lady Panther (LON-030) - Labyrinth of Nightmare - Unlimited Edition - Common","0.01","0.01"
"B00S73M4HO","Yu-Gi-Oh! - Infernoid Onuncu (SECE-EN019) - Secrets of Eternity - 1st Edition - Ultimate Rare","4.92","4.92"
"B06XYZ8K8Z","Clashing Souls - DUSA-EN038 - Ultra Rare - 1st Edition - Duelist Saga (1st Edition)","0.01","0.01"
"B071SDHDC2","Radian, the Multidimensional Kaiju - MP16-EN163 - Rare - Unlimited Edition - Mega Pack 2016 (Unlimited Edition)","2.53","2.53"
"B015EPLEZ0","Yu-Gi-Oh! - Artifact Achilleshield (MP15-EN010) - Mega Pack 2015 - 1st Edition - Common","0.01","0.01"
"B0062DRR32","Yu-Gi-Oh! - Mist Valley Falcon (SDDL-EN012) - Structure Deck: Dragunity Legion - 1st Edition - Common","0.02","0.02"
"B0062DQQ8O","Yu-Gi-Oh! - Red-Eyes Darkness Metal Dragon (DT04-EN060) - Duel Terminal 4 - 1st Edition - Common","1.3","1.30"
"B01EYZOQLK","Yu-Gi-Oh! - Dragon Spirit of White (SHVI-EN018) - Shining Victories - 1st Edition - Ultra Rare","2.69","2.69"
"B0062E1KWK","Yu-Gi-Oh! - Colossal Fighter/Assault Mode (CRMS-ENSP1) - Sneak Preview Series 4 - Limited Edition - Super Rare","1.39","1.39"
"B074JJ4HLQ","Darkrai-GX - 88/147 - Ultra Rare - Sun & Moon: Burning Shadows","",""
"B0081I7IOO","Yu-Gi-Oh! - Sealing Ceremony of Raiton (GAOV-EN078) - Galactic Overlord - 1st Edition - Common","0.01","0.01"
"B0062DY1CW","Yu-Gi-Oh! - De-Fusion (LON-097) - Labyrinth of Nightmare - Unlimited Edition - Super Rare","0.9","0.90"
"B016VKCCGM","Pokemon - Woobat (71/162) - XY BREAKthrough","0.02","0.02"
"B075RG72PZ","Cancel - Ixalan","0.01","0.01"
"B0062DUMOI","Yu-Gi-Oh! - Garoth, Lightsworn Warrior (LODT-EN020) - Light of Destruction - Unlimited Edition - Common","0.01","0.01"
"B01B3LDM2C","Pokemon - Nuzleaf (72/122) - XY BREAKPoint - Reverse Holo","0.11","0.11"
"B01IUAF7XQ","Pokemon - Armor Fossil Shieldon (98/114) - XY Steam Siege","0.05","0.05"
"B00I4E61Z2","Yu-Gi-Oh! - Copycat (BP02-EN058) - Battle Pack 2: War of the Giants - Unlimited Edition - Common","1.96","1.96"
"B01N4PYLVP","Magic: the Gathering - Leave in the Dust (037/184) - Aether Revolt","0.01","0.01"
"B00HZMFHPO","Yu-Gi-Oh! - Fairy Knight Ingunar (LVAL-EN055) - Legacy of the Valiant - 1st Edition - Super Rare","0.25","0.25"
"B06XK4DXG5","Performapal Thunderhino - SP17-EN016 - Starfoil Rare - 1st Edition - Star Pack Battle Royal","0.12","0.12"
"B0028WIVAO","Yu-Gi-Oh! - Mystic Horseman (MRD-076) - Metal Raiders - 1st Edition - Common","0.05","0.05"
"B0128VAMQA","Pokemon - Ampharos Spirit Link (70/98) - Ancient Origins","0.06","0.06"
"B0062DS82Q","Yu-Gi-Oh! - Ancient Gear (SD10-EN015) - Structure Deck 10: Machine Re-Volt - 1st Edition - Common","0.01","0.01"
"B0128VBMHI","Pokemon - Gyarados (21/98) - Ancient Origins - Holo","0.4","0.40"
"B00H9PZK7M","Yu-Gi-Oh! - Intrigue Shield (SHSP-EN072) - Shadow Specters - Unlimited Edition - Common","0.01","0.01"
"B00S73LQ1E","Yu-Gi-Oh! - Gem-Knight Lapis (SECE-EN012) - Secrets of Eternity - 1st Edition - Common","0.02","0.02"
"B0028WJ8J2","Yu-Gi-Oh! - Venom Shot (TAEV-EN053) - Tactical Evolution - 1st Edition - Common","0.29","0.29"
"B0062DU45A","Yu-Gi-Oh! - Blind Spot Strike (DREV-EN045) - Duelist Revolution - Unlimited Edition - Common","0.01","0.01"
"B009K85EAO","Yu-Gi-Oh! - Knight&#39;s Title (LCYW-EN072) - Legendary Collection 3: Yugi's World - 1st Edition - Common","1.63","1.63"
"B00IUSGZSU","Yu-Gi-Oh! - Resurrection of Chakra (NUMH-EN053) - Number Hunters - Unlimited Edition - Super Rare","0.12","0.12"
"B075GZWB78","A Legendary Ocean - LEDU-EN021 - Common - 1st Edition - Legendary Duelists (1st Edition)","0.01","0.01"
"B004XUDL86","Yu-Gi-Oh! - Neo Flamvell Hedgehog (HA04-EN032) - Hidden Arsenal 4: Trishulas Triumph - 1st Edition - Super Rare","0.02","0.02"
"B01B3LDS0S","Pokemon - Pangoro (75/122) - XY BREAKPoint - Reverse Holo","0.41","0.41"
"B075RTBHY2","Sunrise Seeker - Foil - Ixalan","0.09","0.09"
"B00I4EB0AI","Yu-Gi-Oh! - Gravity Axe - Grarl (BP02-EN143) - Battle Pack 2: War of the Giants - Unlimited Edition - Common","0.29","0.29"
"B00I4E1THW","Yu-Gi-Oh! - Shield Warrior (BP02-EN066) - Battle Pack 2: War of the Giants - Unlimited Edition - Common","0.09","0.09"
"B0028WB3WM","Yu-Gi-Oh! - Lightning Blade (LON-022) - Labyrinth of Nightmare - 1st Edition - Common","0.76","0.76"
"B0062DXUQK","Yu-Gi-Oh! - Fusion Recovery (LCGX-EN212) - Legendary Collection 2 - 1st Edition - Common","1.14","1.14"
"B00EDW7EO6","Yu-Gi-Oh! - HTS Psyhemuth (JOTL-EN046) - Judgment of the Light - 1st Edition - Super Rare","0.21","0.21"
"B00QKVZZD0","Yu-Gi-Oh! - CXyz Barian Hope (NECH-EN096) - The New Challengers - Unlimited Edition - Super Rare","0.01","0.01"
"B01H3X4LSS","Yu-Gi-Oh! - Amorphage Sloth (SHVI-EN030) - Shining Victories - Unlimited Edition - Secret Rare","1.84","1.84"
"B0124FCIUI","Yu-Gi-Oh! - Raigeki (PGL2-EN048) - Premium Gold: Return of the Bling - Unlimited Edition - Gold Rare","43.31","43.31"
"B00FFJXC1K","Yu-Gi-Oh! - Umbral Horror Unform (JOTL-EN013) - Judgment of the Light - Unlimited Edition - Common","0.01","0.01"
"B075RNGZB9","Plains (261) - Ixalan","0.1","0.10"
"B00CRMUI5Q","Yu-Gi-Oh! - Five Brothers Explosion (LTGY-EN089) - Lord of the Tachyon Galaxy - 1st Edition - Common","0.01","0.01"
"B006JDAFB6","Yu-Gi-Oh! - Wind-Up Hunter (PHSW-EN024) - Photon Shockwave - 1st Edition - Super Rare","0.14","0.14"
"B0754Z6KX2","Paleozoic Hallucigenia - MP17-EN123 - Common - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.01","0.01"
"B002MHL594","Yu-Gi-Oh! - Destruction Punch (DB2-EN018) - Dark Beginnings 2 - Unlimited Edition - Common","0.01","0.01"
"B00T4WXE4O","Pokemon - Magcargo (24/160) - XY Primal Clash - Reverse Holo","0.52","0.52"
"B00P8D2GG0","Yu-Gi-Oh! - Serenade the Melodious Diva (NECH-EN005) - The New Challengers - 1st Edition - Common","0.02","0.02"
"B011LM3HYG","Yu-Gi-Oh! - Aquaactress Arowana (DRL2-EN041) - Dragons of Legend 2 - 1st Edition - Super Rare","0.01","0.01"
"B0062DRO8K","Yu-Gi-Oh! - Emergency Provisions (5DS2-EN026) - 5Ds Starter Deck 2009 - 1st Edition - Common","0.39","0.39"
"B00QKVYPLS","Yu-Gi-Oh! - Xyz Change Tactics (NECH-EN094) - The New Challengers - Unlimited Edition - Rare","0.17","0.17"
"B00OSRG1TK","Yu-Gi-Oh! - Black-Winged Dragon (LC5D-EN135) - Legendary Collection 5D's Mega Pack - 1st Edition - Common","0.6","0.60"
"B007F1H3E8","Yu-Gi-Oh! - Wind-Up Carrier Zenmaity (ORCS-EN044) - Order of Chaos - Unlimited Edition - Ultra Rare","1.06","1.06"
"B00DOKU3HS","Yu-Gi-Oh! - Machine Lord Ür (BP02-EN072) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.01","0.01"
"B00BD6VCDY","Yu-Gi-Oh! - Spiritual Fire Art - Kurenai (SDOK-EN036) - Structure Deck: Onslaught of the Fire Kings - 1st Edition - Common","0.05","0.05"
"B01IRSXINW","Yu-Gi-Oh! - Marshmacaron (MVP1-EN013) - The Dark Side of Dimensions Movie Pack - 1st Edition - Ultra Rare","0.86","0.86"
"B0081I7YP2","Yu-Gi-Oh! - Neo Galaxy-Eyes Photon Dragon (GAOV-EN041) - Galactic Overlord - 1st Edition - Ghost Rare","13.8","13.80"
"B00DOKVPIO","Yu-Gi-Oh! - Big Bang Shot (BP02-EN141) - Battle Pack 2: War of the Giants - 1st Edition - Common","0.01","0.01"
"B01G2EZ50M","Yu-Gi-Oh! - Mystical Space Typhoon (YS16-EN025) - Starter Deck: Yuya - 1st Edition - Common","0.59","0.59"
"B0062DPH9I","Yu-Gi-Oh! - Cryomancer of the Ice Barrier (HA01-EN003) - Hidden Arsenal - 1st Edition - Secret Rare","0.36","0.36"
"B0062E0X7S","Pokemon - Pidgeotto (48/95) - Call Of Legends","",""
"B004L6HOD0","Yu-Gi-Oh! - Naturia Sunflower (HA03-EN011) - Hidden Arsenal 3 - 1st Edition - Super Rare","0.02","0.02"
"B008Y492FI","Yu-Gi-Oh! - Gamushara (GAOV-EN067) - Galactic Overlord - Unlimited Edition - Common","0.01","0.01"
"B002MHKQHQ","Yu-Gi-Oh! - The Warrior Returning Alive (DB2-EN149) - Dark Beginnings 2 - Unlimited Edition - Common","0.01","0.01"
"B0062DU9SC","Yu-Gi-Oh! - Cursed Armaments (DREV-EN059) - Duelist Revolution - Unlimited Edition - Common","0.02","0.02"
"B00S73O48G","Yu-Gi-Oh! - Superheavy Samurai Warlord Susanowo (SECE-EN048) - Secrets of Eternity - 1st Edition - Ultimate Rare","3.08","3.08"
"B0028WEZZO","Yu-Gi-Oh! - Goe Goe the Gallant Ninja (FOTB-EN024) - Force of the Breaker - 1st Edition - Rare","0.14","0.14"
"B00I4E7JBC","Yu-Gi-Oh! - Mask of Weakness (BP02-EN174) - Battle Pack 2: War of the Giants - Unlimited Edition - Mosaic Rare","0.43","0.43"
"B0062DZ0RW","Yu-Gi-Oh! - Deepsea Warrior (PSV-079) - Pharaohs Servant - Unlimited Edition - Common","0.01","0.01"
"B00EZ747JY","Yu-Gi-Oh! - Winged Kuriboh LV9 (LCGX-EN043) - Legendary Collection 2 - Unlimited Edition - Secret Rare","2.94","2.94"
"B00A42D4BG","Yu-Gi-Oh! - One-Shot Wand (ABYR-EN051) - Abyss Rising - 1st Edition - Common","0.13","0.13"
"B01N249Z6Q","Magic: the Gathering - Filigree Crawler (150/184) - Aether Revolt - Foil","0.01","0.01"
"B00ZSD4YKQ","Yu-Gi-Oh! - Statue of Anguish Pattern (CROS-EN078) - Crossed Souls - Unlimited Edition - Common","0.02","0.02"
"B0028WKNGE","Yu-Gi-Oh! - Gravity Bind (DB1-EN187) - Dark Beginnings 1 - Unlimited Edition - Common","0.8","0.80"
"B01AH3LSMS","Yu-Gi-Oh! - Score the Melodious Diva (BOSH-EN013) - Breakers of Shadow - 1st Edition - Common","0.02","0.02"
"B00H7ILAWK","Yu-Gi-Oh! - Thousand Knives (YSYR-EN031) - Starter Deck: Yugi Reloaded - 1st Edition - Common","0.38","0.38"
"B008OXKJNS","Yu-Gi-Oh! - Gem-Knight Crystal (HA06-EN001) - Hidden Arsenal 6: Omega Xyz - 1st Edition - Super Rare","0.29","0.29"
"B072L76Y6Y","Fletchinder - 110/145 - Uncommon - Sun & Moon: Guardians Rising","0.01","0.01"
"B075NXWVWL","Kitesail Freebooter - Foil - Ixalan","",""
"B0062DV5KI","Yu-Gi-Oh! - Prickle Fairy (IOC-077) - Invasion of Chaos - Unlimited Edition - Common","0.01","0.01"
"B0062DXMDG","Yu-Gi-Oh! - Mystical Beast of Serket (SDMA-EN037) - Structure Deck: Marik - 1st Edition - Ultra Rare","0.29","0.29"
"B00OZ3303M","Pokemon - Fearow (79/119) - XY Phantom Forces - Reverse Holo","0.27","0.27"
"B00DOKVDG8","Yu-Gi-Oh! - Tardy Orc (BP02-EN114) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.12","0.12"
"B0062DZ3ZQ","Yu-Gi-Oh! - Ancient Lizard Warrior (MRD-050) - Metal Raiders - Unlimited Edition - Common","0.01","0.01"
"B0028WB5I4","Yu-Gi-Oh! - Van&#39;Dalgyon the Dark Dragon Lord (JUMP-EN023) - Shonen Jump Magazine Promos - Promo Edition - Ultra Rare","0.8","0.80"
"B01EYZOVYC","Yu-Gi-Oh! - Digital Bug Websolder (SHVI-EN035) - Shining Victories - 1st Edition","0.01","0.01"
"B0062DV4G8","Yu-Gi-Oh! - Macro Cosmos (DR04-EN237) - Dark Revelations 4 - Unlimited Edition - Super Rare","39.5","39.50"
"B00EZ740BO","Yu-Gi-Oh! - Evil HERO Infernal Gainer (LCGX-EN030) - Legendary Collection 2 - Unlimited Edition - Common","0.36","0.36"
"B002WJBYHA","Yu-Gi-Oh! - Ally of Justice Garadholg (HA01-EN015) - Hidden Arsenal - 1st Edition - Super Rare","0.02","0.02"
"B0062DXO8O","Yu-Gi-Oh! - Mausoleum of the Emperor (SDLS-EN030) - Structure Deck: Lost Sanctuary - 1st Edition - Common","0.23","0.23"
"B0062DVMJ2","Yu-Gi-Oh! - VW-Tiger Catapult (DP2-EN016) - Duelist Pack 2 Chazz Princeton - Unlimited Edition - Rare","0.04","0.04"
"B06XYV9426","Dark Summoning Beast - DUSA-EN030 - Ultra Rare - 1st Edition - Duelist Saga (1st Edition)","0.51","0.51"
"B01CIYK6T0","Pokemon - Metal Energy (82/83) - Generations - Reverse Holo","2.21","2.21"
"B01N07HOZ7","TCG: Zygarde Complete Forme Pin Collection","13.26","13.26"
"B007C94WCE","Yu-Gi-Oh! - O - Oversoul (RYMP-EN026) - Ra Yellow Mega-Pack - 1st Edition - Secret Rare","0.17","0.17"
"B00IUSGIN2","Yu-Gi-Oh! - Gagaga Gardna (NUMH-EN021) - Number Hunters - Unlimited Edition - Super Rare","0.2","0.20"
"B00887C9II","Yu-Gi-Oh! - Fiendish Chain (BP01-EN105) - Battle Pack: Epic Dawn - 1st Edition - Common","0.25","0.25"
"B075NVDYKF","Savage Stomp - Ixalan","0.09","0.09"
"B015EPNWAK","Yu-Gi-Oh! - Stellarnova Wave (MP15-EN112) - Mega Pack 2015 - 1st Edition - Common","0.01","0.01"
"B00OYKP9OO","Magic: the Gathering - Ob Nixilis of the Black Oath (027/337) - Commander 2014","6.88","6.88"
"B00CRMU892","Yu-Gi-Oh! - Blizzard Falcon (LTGY-EN012) - Lord of the Tachyon Galaxy - 1st Edition - Common","0.01","0.01"
"B0062DYISY","Yu-Gi-Oh! - Ring of Magnetism (SDP-039) - Starter Deck Pegasus - 1st Edition - Common","0.19","0.19"
"B0062E0MME","Yu-Gi-Oh! - Reinforcement of the Army (5DS3-EN022) - Starter Deck: Duelist Toolbox - 1st Edition - Common","0.01","0.01"
"B001L1ZP7A","Yu-Gi-Oh! - Dark Flare Knight (DR1-EN179) - Dark Revelations 1 - Unlimited Edition - Super Rare","2.72","2.72"
"B00H9PY5G4","Yu-Gi-Oh! - Knight Day Grepher (SHSP-EN038) - Shadow Specters - Unlimited Edition - Common","0.01","0.01"
"B0062DY2QW","Yu-Gi-Oh! - Miracle Dig (LON-100) - Labyrinth of Nightmare - Unlimited Edition - Common","0.13","0.13"
"B00IDLQ4HQ","Pokemon - Arbok (48/146) - XY","1.69","1.69"
"B00UU12BYC","Yu-Gi-Oh! - Call of the Haunted (PGL2-EN090) - Premium Gold: Return of the Bling - 1st Edition - Gold Rare","1.21","1.21"
"B01M5IQ3FK","Pokemon - Nidoran (Male) (43/108) - XY Evolutions","0.01","0.01"
"B00CRMUCAW","Yu-Gi-Oh! - Aerial Recharge (LTGY-EN073) - Lord of the Tachyon Galaxy - 1st Edition - Common","0.01","0.01"
"B0062DUIRE","Yu-Gi-Oh! - Solemn Warning (DREV-EN077) - Duelist Revolution - Unlimited Edition - Ultra Rare","4.44","4.44"
"B01BVWNO44","Yu-Gi-Oh! - Superheavy Samurai Magnet (BOSH-EN008) - Breakers of Shadow - Unlimited Edition - Common","0.04","0.04"
"B004CTF9J2","Yu-Gi-Oh! - The Winged Dragon of Ra (JUMP-EN045) - Shonen Jump Magazine Promos - Promo Edition - Ultra Rare","",""
"B0754LWCKH","Shiranui Sunsaga - MP17-EN204 - Rare - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.01","0.01"
"B00DOKUMW4","Yu-Gi-Oh! - Jurrac Titano (BP02-EN089) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.17","0.17"
"B00L99UZ10","Yu-Gi-Oh! - Watapon (LCYW-EN030) - Legendary Collection 3: Yugi's World - Unlimited Edition - Common","0.28","0.28"
"B075GY4HX4","Red-Eyes Baby Dragon - LEDU-EN001 - Ultra Rare - 1st Edition - Legendary Duelists (1st Edition)","16.49","16.49"
"B01MQCM2BL","Yu-Gi-Oh! - Dragon Core Hexer (INOV-EN001) - Invasion: Vengeance - 1st Edition - Rare","0.15","0.15"
"B00I0HD0LG","Pokemon - Thundurus-EX (BW81) - BW Black Star Promos - Holo","",""
"B0062DX1SM","Yu-Gi-Oh! - Kabazauls (SD09-EN002) - Structure Deck 9: Dinosaur's Rage - 1st Edition - Common","0.06","0.06"
"B0062E0B4I","Yu-Gi-Oh! - Magical Dimension (TU02-EN003) - Turbo Pack 2 - Promo Edition - Super Rare","17.65","17.65"
"B001LOEH3A","Yu-Gi-Oh! - Black Rose Dragon (CSOC-EN039) - Crossroads of Chaos - 1st Edition - Ultra Rare","8.56","8.56"
"B0754N5GZ7","Shiranui Style Samsara - MP17-EN226 - Common - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.02","0.02"
"B00LU4QF7M","Yu-Gi-Oh! - Rank-Up-Magic Admiration of the Thousands (DRLG-EN044) - Dragons of Legend - Unlimited Edition - Secret Rare","0.53","0.53"
"B072HMSTJ5","Dhelmise - 59/145 - Holo Rare - Reverse Holo - Sun & Moon: Guardians Rising","0.01","0.01"
"B015EPL7IE","Yu-Gi-Oh! - Galaxy Tyranno (MP15-EN003) - Mega Pack 2015 - 1st Edition - Rare","0.31","0.31"
"B0754YHXMV","Zoodiac Broadbull - MP17-EN206 - Secret Rare - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.02","0.02"
"B00I8YW8QY","Yu-Gi-Oh! - The Light - Hex-Sealed Fusion (SDCR-EN017) - Structure Deck: Cyber Dragon Revolution - 1st Edition - Common","0.15","0.15"
"B00939DQDW","Yu-Gi-Oh! - Heroic Champion - Excalibur (REDU-EN041) - Return of the Duelist - 1st Edition - Ghost Rare","5.61","5.61"
"B0062DUXK6","Yu-Gi-Oh! - Dark Hole (SDJ-026) - Starter Deck Joey - Unlimited Edition - Common","0.54","0.54"
"B01IUAHMD4","Pokemon - Chimchar (18/114) - XY Steam Siege","0.01","0.01"
"B0028WF0G2","Yu-Gi-Oh! - Berserk Gorilla (IOC-013) - Invasion of Chaos - 1st Edition - Rare","3.46","3.46"
"B00N509AOO","Yu-Gi-Oh! - Mecha Phantom Beast Blue Impala (MP14-EN076) - Mega Pack 2014 - 1st Edition - Ultra Rare","0.02","0.02"
"B017AKMUFU","Yu-Gi-Oh! - Black Luster Soldier - Super Soldier (DOCS-EN042) - Dimension of Chaos - 1st Edition - Ultra Rare","2.29","2.29"
"B0754MKL4B","Lector Pendulum, the Dracoverlord - MP17-EN014 - Ultra Rare - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.01","0.01"
"B0028WL2U0","Yu-Gi-Oh! - Pursuit Chaser (CSOC-EN016) - Crossroads of Chaos - 1st Edition - Common","0.01","0.01"
"B00I8YW1OS","Yu-Gi-Oh! - Cybernetic Hidden Technology (SDCR-EN030) - Structure Deck: Cyber Dragon Revolution - 1st Edition - Common","0.02","0.02"
"B0062DZES2","Yu-Gi-Oh! - A Hero Lives (GENF-EN098) - Generation Force - 1st Edition - Ultra Rare","1.68","1.68"
"B01BN3MHBM","Yu-Gi-Oh! - Super Quantal Mech Beast Grampulse - WIRA-EN034 - Rare - 1st Edition (WIRA-EN034) - Wing Raiders - 1st Edition - Rare","0.63","0.63"
"B0062DXFAQ","Pokemon - Sandslash (61) - Mysterious Treasures","",""
"B075GZDRLP","Cyberdark Inferno - LEDU-EN025 - Super Rare - 1st Edition - Legendary Duelists (1st Edition)","2.61","2.61"
"B0062DVEN6","Yu-Gi-Oh! - Stray Lambs (IOC-092) - Invasion of Chaos - Unlimited Edition - Rare","0.01","0.01"
"B003MWXX7K","Yu-Gi-Oh! - Pyramid of Wonders (TSHD-EN051) - The Shining Darkness - 1st Edition - Rare","3.28","3.28"
"B00OSRKJAW","Yu-Gi-Oh! - Black Salvo (LC5D-EN222) - Legendary Collection 5D's Mega Pack - 1st Edition - Common","0.67","0.67"
"B00BT0V33S","Yu-Gi-Oh! - Soul Exchange (BP01-EN041) - Battle Pack: Epic Dawn - Unlimited Edition - Starfoil Rare","0.19","0.19"
"B008CQES7A","Yu-Gi-Oh! - Crystal Blessing (RYMP-EN050) - Ra Yellow Mega-Pack - Unlimited Edition - Secret Rare","0.42","0.42"
"B01AH3N88K","Yu-Gi-Oh! - Dharma-Eye Magician (BOSH-EN096) - Breakers of Shadow - 1st Edition - Super Rare","0.02","0.02"
"B0062DXN9O","Yu-Gi-Oh! - Flash Assailant (MRL-082) - Magic Ruler - Unlimited Edition - Common","0.01","0.01"
"B00EDW7CO8","Yu-Gi-Oh! - Masked Chameleon (JOTL-EN038) - Judgment of the Light - 1st Edition - Ultra Rare","3.91","3.91"
"B06Y1V7DYM","Meteor Black Comet Dragon - INOV-EN041 - Ultra Rare - Unlimited Edition - Invasion: Vengeance (Unlimited Edition)","8.25","8.25"
"B07193KQRP","Beldum - 83/145 - Common - Sun & Moon: Guardians Rising","0.01","0.01"
"B0128VA6ES","Pokemon - Virizion (12/98) - Ancient Origins - Reverse Holo","0.3","0.30"
"B009K85WMO","Yu-Gi-Oh! - Spellbinding Circle (LCYW-EN092) - Legendary Collection 3: Yugi's World - 1st Edition - Common","0.21","0.21"
"B00GKT4H6I","Supreme Red Sleeves (80)","",""
"B0028WL34A","Yu-Gi-Oh! - Perfectly Ultimate Great Moth (TSC-001) - The Sacred Cards GBA Promo - Promo Edition - Secret Rare","",""
"B0062E0EDQ","Yu-Gi-Oh! - Terraforming (SDSC-EN028) - Structure Deck Spellcasters Command - Unlimited Edition - Common","0.51","0.51"
"B008CQF18K","Yu-Gi-Oh! - Great Shogun Shien (RYMP-EN094) - Ra Yellow Mega-Pack - Unlimited Edition - Common","0.02","0.02"
"B0028WD72G","Yu-Gi-Oh! - Crush Card Virus (DPKB-EN039) - Duelist Pack: Kaiba - 1st Edition - Ultimate Rare","20.61","20.61"
"B002MHIO0W","Yu-Gi-Oh! - Freed the Matchless General (DB2-EN137) - Dark Beginnings 2 - Unlimited Edition - Ultra Rare","1.0","1.00"
"B01LBM1K9U","Yu-Gi-Oh! - Shiranui Samurai (MP16-EN202) - Mega Pack 2016 - 1st Edition - Common","0.01","0.01"
"B01H3X4UXY","Yu-Gi-Oh! - Ryu Okami (SHVI-EN037) - Shining Victories - Unlimited Edition - Common","0.01","0.01"
